chain,sample,tissue,histological site, lengthMean, nReads_covering_median
IGL,G62117.GTEX-13NYS-0011-R3b.2,Brain - Anterior cingulate cortex (BA24),Brain,nan,nan
IGL,G63897.GTEX-11TT1-1226.2,Artery - Aorta,Blood Vessel,12.2352941176,2.0
IGL,G58439.GTEX-131YS-0626.2,Breast - Mammary Tissue,Breast,12.3651570787,1.0
IGL,G34463.GTEX-XQ3S-2526-SM-4BOOG.7,Prostate,Prostate,11.5555555556,1.0
IGL,G63877.GTEX-117YW-2426.2,Muscle - Skeletal,Muscle,12.2,1.0
IGL,G26732.GTEX-WHSE-0011-R8A-SM-3P5Z1.2,Brain - Hypothalamus,Brain,12.3333333333,1.0
IGL,G62686.GTEX-145ME-0626.2,Esophagus - Muscularis,Esophagus,12.1538461538,1.0
IGL,G34522.GTEX-XUZC-0326-SM-4BOO8.7,Esophagus - Muscularis,Esophagus,12.3333333333,1.0
IGL,G62589.GTEX-1497J-2326.2,Adipose - Subcutaneous,Adipose Tissue,nan,nan
IGL,G23476.GTEX-WFG7-2426-SM-3GIL2.1,Nerve - Tibial,Nerve,12.6666666667,1.0
IGL,G44326.GTEX-XGQ4-1726.1,Colon - Sigmoid,Colon,12.3404255319,1.0
IGL,G35296.GTEX-U3ZH-0126.8,Spleen,Spleen,12.5928091835,1.0
IGL,G19396.GTEX-RU1J-0003-SM-3K2A8.1,Cells - EBV-transformed lymphocytes,Blood,12.7878787879,1.0
IGL,G40752.GTEX-VJYA-0126-SM-4KL1P.2,Spleen,Spleen,12.5026232949,1.0
IGL,G33608.GTEX-R55F-0126-SM-48FCK.4,Skin - Sun Exposed (Lower leg),Skin,12.6,1.0
IGL,G63142.GTEX-11P81-2226.2,Skin - Not Sun Exposed (Suprapubic),Skin,12.4411764706,2.0
IGL,G64431.GTEX-14E6C-2626.1,Thyroid,Thyroid,12.8888888889,1.0
IGL,G65655.GTEX-12WSH-0008.2,Cells - Transformed fibroblasts,Skin,13.0,1.0
IGL,G60463.GTEX-139UC-0011-R9a.2,Brain - Spinal cord (cervical c-1),Brain,12.6666666667,1.0
IGL,G61168.GTEX-Y8LW-1626.3,Breast - Mammary Tissue,Breast,12.5609065156,2.0
IGL,G64175.GTEX-146FR-0926.1,Heart - Atrial Appendage,Heart,12.15,1.0
IGL,G34456.GTEX-XQ3S-1326-SM-4BOPQ.7,Breast - Mammary Tissue,Breast,13.0,1.0
IGL,G63016.GTEX-144GL-0011-R6a.3,Brain - Nucleus accumbens (basal ganglia),Brain,nan,nan
IGL,G59266.GTEX-11ZUS-2626.3,Skin - Not Sun Exposed (Suprapubic),Skin,11.9090909091,1.0
IGL,G33915.GTEX-PWN1-1526-SM-48TDA.1,Stomach,Stomach,12.3842519685,1.0
IGL,G62124.GTEX-13N2G-0011-R6b.2,Brain - Nucleus accumbens (basal ganglia),Brain,13.0,1.0
IGL,G62874.GTEX-11P81-0826.3,Esophagus - Mucosa,Esophagus,12.3576470588,1.0
IGL,G64372.GTEX-147GR-2926.1,Pituitary,Pituitary,12.5502183406,1.0
IGL,G42370.GTEX-XBEC-1026.2,Lung,Lung,12.5,1.0
IGL,G26772.GTEX-PLZ4-2826-SM-3P617.2,Ovary,Ovary,12.6097560976,1.0
IGL,G26675.GTEX-P4QT-0726-SM-3NMCM.1,Esophagus - Muscularis,Esophagus,12.4705882353,1.0
IGL,G63137.GTEX-11EQ9-1626.2,Skin - Not Sun Exposed (Suprapubic),Skin,12.6014492754,1.0
IGL,G40891.GTEX-W5WG-2726-SM-4LMIC.3,Esophagus - Gastroesophageal Junction,Esophagus,12.8333333333,1.0
IGL,G16538.GTEX-OIZH-0126.2,Skin - Sun Exposed (Lower leg),Skin,12.6666666667,1.0
IGL,G64202.GTEX-14A6H-2726.1,Artery - Tibial,Blood Vessel,14.0,1.0
IGL,G53081.GTEX-11GSP-1726.3,Esophagus - Muscularis,Esophagus,12.0,1.0
IGL,G40888.GTEX-W5WG-2026-SM-4LMIB.3,Colon - Sigmoid,Colon,12.4368231047,1.0
IGL,G61926.GTEX-12WSL-1326.2,Esophagus - Muscularis,Esophagus,12.5357142857,2.0
IGL,G64167.GTEX-13X6I-0526.1,Muscle - Skeletal,Muscle,12.5833333333,2.0
IGL,G26609.K-562-SM-3NMAP.1,Cells - Leukemia cell line (CML),Bone Marrow,13.0,1.0
IGL,G23457.GTEX-WFG7-0526-SM-3GIKI.1,Lung,Lung,12.6060037523,1.0
IGL,G22895.GTEX-TSE9-0011-R4A-SM-3DB7H.1,Brain - Amygdala,Brain,12.6666666667,1.0
IGL,G61200.GTEX-YEC3-0426.3,Heart - Atrial Appendage,Heart,13.0952380952,1.0
IGL,G63865.GTEX-111YS-0008.2,Cells - Transformed fibroblasts,Skin,12.6428571429,1.0
IGL,G40754.GTEX-VJYA-0526-SM-4KL1R.2,Adrenal Gland,Adrenal Gland,12.5,1.0
IGL,G18723.GTEX-R55G-0006-SM-2TC6O.2,Whole Blood,Blood,nan,nan
IGL,G25634.GTEX-WQUQ-0006-SM-3MJF4.1,Whole Blood,Blood,12.5539714868,1.0
IGL,G45140.GTEX-Z93S-0008.2,Cells - Transformed fibroblasts,Skin,14.0,1.0
IGL,G61785.GTEX-YB5K-0726.2,Esophagus - Muscularis,Esophagus,12.2682926829,1.0
IGL,G62166.GTEX-12KS4-0005.2,Whole Blood,Blood,12.5512341062,1.0
IGL,G62281.GTEX-ZZPU-1126.2,Heart - Atrial Appendage,Heart,12.6538461538,2.0
IGL,G19447.GTEX-OIZI-0005-SM-2XCED.2,Whole Blood,Blood,12.5317919075,4.0
IGL,G19445.GTEX-RUSQ-0003-SM-2XCEB.1,Cells - EBV-transformed lymphocytes,Blood,11.6842105263,1.0
IGL,G42503.GTEX-QV44-1226.2,Stomach,Stomach,12.5185185185,1.0
IGL,G65668.GTEX-13QJC-0011-R6a.2,Brain - Nucleus accumbens (basal ganglia),Brain,nan,nan
IGL,G41490.GTEX-WRHU-0008.2,Cells - Transformed fibroblasts,Skin,12.6666666667,1.0
IGL,G59610.GTEX-111FC-0326.3,Muscle - Skeletal,Muscle,13.2,1.0
IGL,G64349.GTEX-14A5H-3026.1,Pituitary,Pituitary,12.7142857143,1.0
IGL,G62699.GTEX-145LU-0526.2,Lung,Lung,12.5716292135,2.0
IGL,G26679.GTEX-P4QS-0426-SM-3NMCQ.1,Artery - Aorta,Blood Vessel,12.4038461538,3.0
IGL,G62499.GTEX-ZV7C-1526.2,Colon - Transverse,Colon,12.4201873049,1.0
IGL,G60618.GTEX-13OVG-0526.2,Heart - Left Ventricle,Heart,12.0,1.0
IGL,G25131.GTEX-NPJ8-1326-SM-3LK6B.1,Artery - Coronary,Blood Vessel,12.125,1.0
IGL,G60180.GTEX-132AR-2826.2,Colon - Sigmoid,Colon,12.4848484848,1.0
IGL,G42257.GTEX-X15G-0726.4,Pancreas,Pancreas,12.2325581395,1.0
IGL,G46828.GTEX-YJ89-0011-R3b.1,Brain - Anterior cingulate cortex (BA24),Brain,nan,nan
IGL,G65230.GTEX-14E6E-1726.2,Colon - Sigmoid,Colon,12.75,1.0
IGL,G18058.GTEX-OXRK-0326-SM-2YUMQ.1,Adipose - Subcutaneous,Adipose Tissue,nan,nan
IGL,G32752.GTEX-RU72-0626-SM-46MUI.2,Breast - Mammary Tissue,Breast,12.4776995305,1.0
IGL,G61822.GTEX-13N11-0326.2,Lung,Lung,12.5374037404,1.0
IGL,G46924.GTEX-Y5V5-2526.1,Muscle - Skeletal,Muscle,12.3636363636,1.0
IGL,G61167.GTEX-Y8LW-1526.3,Skin - Not Sun Exposed (Suprapubic),Skin,12.6336633663,1.0
IGL,G16710.GTEX-N7MT-1326.3,Heart - Left Ventricle,Heart,12.25,1.0
IGL,G18073.GTEX-N7MS-0426-SM-2YUN6.1,Muscle - Skeletal,Muscle,nan,nan
IGL,G16568.GTEX-Q2AG-0011-R7A.2,Brain - Putamen (basal ganglia),Brain,13.0,1.0
IGL,G62110.GTEX-13JVG-0011-R4a.2,Brain - Amygdala,Brain,13.0,1.0
IGL,G32981.GTEX-XBED-2326-SM-47JYR.3,Adipose - Subcutaneous,Adipose Tissue,12.2380952381,1.0
IGL,G19384.GTEX-S4Q7-1426-SM-3K2B9.1,Nerve - Tibial,Nerve,nan,nan
IGL,G64408.GTEX-14E6C-0126.1,Skin - Sun Exposed (Lower leg),Skin,12.8333333333,1.0
IGL,G62011.GTEX-13FLV-0011-R3b.2,Brain - Anterior cingulate cortex (BA24),Brain,13.0,1.0
IGL,G62521.GTEX-ZVP2-1526.2,Colon - Transverse,Colon,12.4160862137,1.0
IGL,G32918.GTEX-RUSQ-0826-SM-47JWW.3,Esophagus - Mucosa,Esophagus,12.3707627119,1.0
IGL,G65648.GTEX-1211K-0008.2,Cells - Transformed fibroblasts,Skin,nan,nan
IGL,G33617.GTEX-R53T-1226-SM-48FCT.4,Stomach,Stomach,12.3748103187,1.0
IGL,G33795.GTEX-Q734-1426-SM-48TZQ.3,Vagina,Vagina,12.3968253968,1.0
IGL,G62809.GTEX-13OW7-0011-R5b.3,Brain - Caudate (basal ganglia),Brain,nan,nan
IGL,G65706.GTEX-14BIN-0011-R10a.2,Brain - Frontal Cortex (BA9),Brain,13.0,1.0
IGL,G41076.GTEX-WHSB-0426.3,Esophagus - Mucosa,Esophagus,12.5487804878,1.0
IGL,G62141.GTEX-13NYS-0011-R1b.2,Brain - Hippocampus,Brain,13.0,2.0
IGL,G61201.GTEX-YEC3-0526.3,Artery - Aorta,Blood Vessel,12.5324675325,4.0
IGL,G25105.GTEX-NFK9-2026-SM-3LK5K.1,Colon - Transverse,Colon,12.4152173913,1.0
IGL,G62322.GTEX-1192X-2726.2,Skin - Not Sun Exposed (Suprapubic),Skin,12.4545454545,1.0
IGL,G41002.GTEX-WFON-1026-SM-4LVMD.3,Esophagus - Gastroesophageal Junction,Esophagus,12.7272727273,1.0
IGL,G25885.GTEX-OIZH-1526-SM-3NB1J.2,Stomach,Stomach,12.6153846154,1.0
IGL,G63155.GTEX-11TTK-2926.2,Brain - Cortex,Brain,12.0,1.0
IGL,G62746.GTEX-12WSA-0005.3,Whole Blood,Blood,12.6137239784,1.0
IGL,G35186.GTEX-SNOS-1226-SM-4DM5H.1,Colon - Transverse,Colon,12.427990236,1.0
IGL,G26631.GTEX-WH7G-2326-SM-3NMBC.1,Skin - Sun Exposed (Lower leg),Skin,12.5555555556,1.0
IGL,G46523.GTEX-Y8DK-0826.1,Brain - Cortex,Brain,12.0,1.0
IGL,G19361.GTEX-S341-1826-SM-3K2AB.1,Muscle - Skeletal,Muscle,12.3333333333,1.0
IGL,G62776.GTEX-13YAN-0926.3,Thyroid,Thyroid,12.3125,2.0
IGL,G35211.GTEX-T6MO-0726-SM-4DM58.1,Stomach,Stomach,12.426597582,1.0
IGL,G38948.GTEX-TML8-0326-SM-4GICN.2,Lung,Lung,12.5492297388,1.0
IGL,G34763.GTEX-XXEK-2426-SM-4BRUS.1,Adipose - Subcutaneous,Adipose Tissue,12.7142857143,1.0
IGL,G59913.GTEX-ZAJG-0726.2,Thyroid,Thyroid,11.8823529412,1.0
IGL,G35177.GTEX-SNOS-0626-SM-4DM5F.1,Esophagus - Mucosa,Esophagus,12.4370588235,1.0
IGL,G62743.GTEX-11OF3-0006.3,Whole Blood,Blood,12.6335356601,1.0
IGL,G63894.GTEX-12126-0426.2,Adipose - Subcutaneous,Adipose Tissue,12.0,2.5
IGL,G62409.GTEX-11ONC-2726.2,Artery - Tibial,Blood Vessel,12.3684210526,2.0
IGL,G46906.GTEX-Y5V6-0526.1,Thyroid,Thyroid,12.5647058824,1.0
IGL,G61942.GTEX-12ZZZ-3126.2,Brain - Cerebellum,Brain,12.75,1.0
IGL,G62857.GTEX-12ZZZ-0011-R10a.3,Brain - Frontal Cortex (BA9),Brain,13.0,1.0
IGL,G34472.GTEX-XQ8I-0926-SM-4BOOF.7,Skin - Not Sun Exposed (Suprapubic),Skin,12.75,1.0
IGL,G20903.GTEX-T6MN-0005-SM-32PLJ.2,Whole Blood,Blood,12.541322314,1.0
IGL,G25889.GTEX-OOBJ-2126-SM-3NB1N.2,Testis,Testis,12.25,1.0
IGL,G65222.GTEX-13SLX-1226.2,Liver,Liver,12.5277777778,1.0
IGL,G21072.GTEX-T2IS-3026-SM-32QPM.1,Brain - Cortex,Brain,12.0,2.0
IGL,G65241.GTEX-14E7W-1926.2,Esophagus - Gastroesophageal Junction,Esophagus,12.4545454545,1.0
IGL,G62745.GTEX-11TTK-0005.3,Whole Blood,Blood,12.5387931034,1.0
IGL,G25191.GTEX-WL46-2926-SM-3LK82.1,Brain - Cortex,Brain,12.3333333333,1.0
IGL,G61205.GTEX-YJ8A-1226.3,Esophagus - Muscularis,Esophagus,11.8,1.0
IGL,G19374.GTEX-S4UY-0626-SM-3K2AO.1,Thyroid,Thyroid,12.5203060624,1.0
IGL,G18380.GTEX-QDVN-2326-SM-2S1PF.1,Artery - Tibial,Blood Vessel,11.6666666667,1.0
IGL,G34256.GTEX-XBED-1326-SM-4AT4F.2,Adipose - Visceral (Omentum),Adipose Tissue,11.7826086957,2.0
IGL,G26708.GTEX-VUSG-0003-SM-3NMDK.1,Cells - EBV-transformed lymphocytes,Blood,12.0,1.0
IGL,G60088.GTEX-139D8-0326.2,Adipose - Subcutaneous,Adipose Tissue,12.3,2.0
IGL,G33660.GTEX-QVUS-0426-SM-48FE3.4,Artery - Aorta,Blood Vessel,12.511627907,2.0
IGL,G23381.GTEX-R53T-1626-SM-3GAEW.1,Adipose - Subcutaneous,Adipose Tissue,12.2,4.0
IGL,G62805.GTEX-13OW5-0011-R7a.3,Brain - Putamen (basal ganglia),Brain,nan,nan
IGL,G59310.GTEX-12WSB-0226.2,Adipose - Subcutaneous,Adipose Tissue,12.7777777778,2.0
IGL,G64165.GTEX-145MF-0826.1,Liver,Liver,12.5510204082,1.0
IGL,G48890.GTEX-ZF29-0426.1,Heart - Atrial Appendage,Heart,12.2666666667,1.0
IGL,G62681.GTEX-144GN-0626.2,Esophagus - Mucosa,Esophagus,12.4924078091,1.0
IGL,G34321.GTEX-XLM4-0011-R6A-SM-4AT4B.2,Brain - Nucleus accumbens (basal ganglia),Brain,12.0454545455,1.0
IGL,G34011.GTEX-S4UY-1326-SM-4AD4X.3,Vagina,Vagina,12.6111111111,1.0
IGL,G61853.GTEX-145MF-0526.2,Adipose - Subcutaneous,Adipose Tissue,12.7368421053,1.0
IGL,G62856.GTEX-13OVH-0005.3,Whole Blood,Blood,12.5019815059,1.0
IGL,G63121.GTEX-145MH-0011-R8a.2,Brain - Hypothalamus,Brain,12.3333333333,1.0
IGL,G60299.GTEX-13JUV-0626.3,Adipose - Visceral (Omentum),Adipose Tissue,12.7272727273,1.0
IGL,G26669.GTEX-P4QS-2026-SM-3NMCG.1,Prostate,Prostate,12.2857142857,1.0
IGL,G34362.GTEX-XMK1-1326-SM-4B65Q.3,Esophagus - Mucosa,Esophagus,12.5701459035,1.0
IGL,G26623.GTEX-X261-0011-R5A-SM-3NMB4.1,Brain - Caudate (basal ganglia),Brain,12.125,1.0
IGL,G48904.GTEX-ZF28-3126.1,Pituitary,Pituitary,12.2941176471,1.0
IGL,G65573.GTEX-TMKS-0005.3,Whole Blood,Blood,12.5280235988,1.0
IGL,G35343.GTEX-TMMY-0008-SM-4DXU3.7,Cells - Transformed fibroblasts,Skin,12.5,1.0
IGL,G58321.GTEX-11DYG-2026.2,Adipose - Visceral (Omentum),Adipose Tissue,12.5,1.0
IGL,G60250.GTEX-13O1R-1326.2,Esophagus - Mucosa,Esophagus,12.5,1.0
IGL,G65182.GTEX-12C56-0002.2,Cells - EBV-transformed lymphocytes,Blood,12.0,1.0
IGL,G60101.GTEX-13FLV-1226.2,Esophagus - Muscularis,Esophagus,12.4,2.0
IGL,G65096.GTEX-11TT1-0004.2,Cells - EBV-transformed lymphocytes,Blood,12.8333333333,9.0
IGL,G33640.GTEX-R55G-0426-SM-48FDH.2,Artery - Coronary,Blood Vessel,12.4666666667,1.0
IGL,G35319.GTEX-U3ZM-0326-SM-4DXUJ.8,Artery - Aorta,Blood Vessel,12.5666666667,1.0
IGL,G60153.GTEX-13O3Q-2426.2,Skin - Sun Exposed (Lower leg),Skin,13.1428571429,1.0
IGL,G25963.GTEX-WWYW-0011-R8A-SM-3NB3S.2,Brain - Hypothalamus,Brain,12.4285714286,1.0
IGL,G16741.GTEX-OXRN-0226.3,Adipose - Subcutaneous,Adipose Tissue,12.6,1.0
IGL,G61899.GTEX-13113-1826.2,Adipose - Subcutaneous,Adipose Tissue,12.0,1.0
IGL,G34261.GTEX-XBEC-0326-SM-4AT4M.5,Adipose - Subcutaneous,Adipose Tissue,12.3414634146,2.0
IGL,G62617.GTEX-14A5I-0326.2,Muscle - Skeletal,Muscle,12.6666666667,1.0
IGL,G53830.GTEX-1314G-1926.2,Artery - Tibial,Blood Vessel,11.8333333333,1.5
IGL,G32807.GTEX-X4XY-0011-R8A-SM-46MVC.2,Brain - Hypothalamus,Brain,12.0,1.5
IGL,G63960.GTEX-11EMC-0008.1,Cells - Transformed fibroblasts,Skin,12.0,2.0
IGL,G16766.GTEX-P78B-0926.3,Lung,Lung,12.7003154574,1.0
IGL,G25139.GTEX-WHSB-1626-SM-3LK6J.1,Thyroid,Thyroid,12.5307692308,2.0
IGL,G41483.GTEX-WWTW-0626.2,Muscle - Skeletal,Muscle,12.4193548387,1.0
IGL,G64367.GTEX-14AS3-1726.1,Vagina,Vagina,nan,nan
IGL,G42369.GTEX-XBEC-0726.2,Skin - Not Sun Exposed (Suprapubic),Skin,12.6086956522,1.0
IGL,G65713.GTEX-14ASI-0011-R10b.2,Brain - Frontal Cortex (BA9),Brain,11.5,1.0
IGL,G42506.GTEX-QVJO-2526.2,Vagina,Vagina,12.376344086,1.0
IGL,G34450.GTEX-XQ3S-1126-SM-4BOPK.8,Esophagus - Mucosa,Esophagus,12.2857142857,1.0
IGL,G65569.GTEX-RVPU-0011-R4A.3,Brain - Amygdala,Brain,12.6666666667,3.0
IGL,G33918.GTEX-PWN1-2426-SM-48TDD.1,Ovary,Ovary,12.3466666667,1.0
IGL,G41206.GTEX-WOFM-0001.5,Cells - EBV-transformed lymphocytes,Blood,12.4285714286,4.0
IGL,G64380.GTEX-Y8LW-1426.1,Vagina,Vagina,13.5454545455,1.0
IGL,G25961.GTEX-WY7C-2826-SM-3NB3Q.2,Artery - Tibial,Blood Vessel,13.0,1.0
IGL,G34329.GTEX-XLM4-0011-R11A-SM-4AT46.2,Brain - Cerebellar Hemisphere,Brain,12.2,1.0
IGL,G20891.GTEX-PVOW-0011-R5A-SM-32PL7.1,Brain - Caudate (basal ganglia),Brain,12.0,1.0
IGL,G61984.GTEX-139YR-1826.2,Esophagus - Gastroesophageal Junction,Esophagus,12.4285714286,1.0
IGL,G32414.GTEX-QMRM-1126-SM-447BN.2,Stomach,Stomach,12.4722826087,1.0
IGL,G62692.GTEX-1445S-2926.2,Minor Salivary Gland,Salivary Gland,12.5814602133,1.0
IGL,G34286.GTEX-XGQ4-0326-SM-4GIEE.2,Heart - Left Ventricle,Heart,12.8,1.0
IGL,G18601.GTEX-R55F-1526-SM-2TF4X.1,Muscle - Skeletal,Muscle,12.5,1.0
IGL,G65587.GTEX-13SLX-0011-R9b.3,Brain - Spinal cord (cervical c-1),Brain,12.625,1.0
IGL,G62742.GTEX-11O72-0006.3,Whole Blood,Blood,12.5643939394,1.0
IGL,G33649.GTEX-REY6-1226-SM-48FDR.4,Liver,Liver,12.5319148936,1.0
IGL,G53842.GTEX-131XF-1426.2,Pancreas,Pancreas,12.4,1.0
IGL,G65536.GTEX-OHPM-2626.3,Thyroid,Thyroid,12.4285714286,1.0
IGL,G59165.GTEX-ZYY3-1226.6,Artery - Aorta,Blood Vessel,12.4193548387,2.0
IGL,G26561.GTEX-OXRN-1726-SM-3NM9B.1,Esophagus - Mucosa,Esophagus,12.4545454545,1.0
IGL,G21085.GTEX-T6MO-2026-SM-33HB4.1,Nerve - Tibial,Nerve,12.5625,1.5
IGL,G64413.GTEX-12WSE-2926.1,Brain - Cerebellum,Brain,13.0,1.0
IGL,G22945.GTEX-U8XE-1126-SM-3DB8W.1,Heart - Left Ventricle,Heart,nan,nan
IGL,G42501.GTEX-QV44-0726.3,Artery - Coronary,Blood Vessel,12.40625,1.0
IGL,G65254.GTEX-147GR-0011-R7a.2,Brain - Putamen (basal ganglia),Brain,15.0,1.0
IGL,G62691.GTEX-145ME-1326.2,Uterus,Uterus,12.5,1.0
IGL,G21047.GTEX-T6MN-0011-R2A-SM-32QOW.1,Brain - Substantia nigra,Brain,12.0,1.0
IGL,G58411.GTEX-12ZZY-0011-R6b.2,Brain - Nucleus accumbens (basal ganglia),Brain,10.5,1.0
IGL,G32448.GTEX-QV31-0008-SM-447AT.2,Cells - Transformed fibroblasts,Skin,12.3333333333,1.0
IGL,G25676.GTEX-NPJ8-1926-SM-3MJGB.1,Esophagus - Mucosa,Esophagus,12.5111111111,1.0
IGL,G46933.GTEX-Y8E4-1826.1,Esophagus - Muscularis,Esophagus,12.0,2.0
IGL,G64027.GTEX-146FR-0126.1,Pancreas,Pancreas,12.3571428571,1.0
IGL,G65633.GTEX-OXRO-0011-R9A.2,Brain - Spinal cord (cervical c-1),Brain,12.0,7.0
IGL,G32999.GTEX-U3ZG-0008-SM-47JWL.3,Cells - Transformed fibroblasts,Skin,12.4285714286,1.0
IGL,G35594.GTEX-X585-0426-SM-4E3JZ.4,Nerve - Tibial,Nerve,12.6153846154,1.0
IGL,G41000.GTEX-WFJO-2026-SM-4LVM3.3,Minor Salivary Gland,Salivary Gland,12.5345086272,1.0
IGL,G32997.GTEX-RWSA-0008-SM-47JYX.3,Cells - Transformed fibroblasts,Skin,12.4,1.0
IGL,G59240.GTEX-11ZUS-2926.3,Brain - Cortex,Brain,12.0,1.0
IGL,G35276.GTEX-TMMY-1326-SM-4DXU9.7,Pancreas,Pancreas,12.4736842105,1.0
IGL,G42359.GTEX-X4EP-0011-R8B.3,Brain - Hypothalamus,Brain,12.5816326531,1.0
IGL,G18594.GTEX-R55C-0626-SM-2TF4Q.1,Thyroid,Thyroid,12.4537037037,1.0
IGL,G19466.GTEX-P44H-0011-R4A-SM-2XCEW.2,Brain - Amygdala,Brain,12.4444444444,1.0
IGL,G32963.GTEX-XAJ8-0526-SM-47JYK.3,Small Intestine - Terminal Ileum,Small Intestine,12.3589491775,1.0
IGL,G41583.GTEX-WY7C-1726.1,Stomach,Stomach,12.5223076923,1.0
IGL,G40903.GTEX-WFG7-1126-SM-4LMK3.3,Esophagus - Mucosa,Esophagus,12.5592672414,1.0
IGL,G60121.GTEX-13G51-3026.2,Brain - Cortex,Brain,nan,nan
IGL,G63073.GTEX-1339X-1226.2,Esophagus - Mucosa,Esophagus,12.8333333333,1.0
IGL,G62247.GTEX-13X6I-1526.2,Adipose - Visceral (Omentum),Adipose Tissue,12.5609756098,2.0
IGL,G42336.GTEX-X4EP-1026.2,Liver,Liver,12.4794520548,1.0
IGL,G65212.GTEX-14ASI-3026.2,Brain - Cortex,Brain,nan,nan
IGL,G65671.GTEX-145LS-0011-R4b.2,Brain - Amygdala,Brain,12.9166666667,1.0
IGL,G34455.GTEX-XQ3S-1226-SM-4BOPP.8,Esophagus - Muscularis,Esophagus,12.0,1.0
IGL,G61832.GTEX-144GM-1926.2,Adipose - Subcutaneous,Adipose Tissue,12.2222222222,1.0
IGL,G19351.GTEX-S4UY-0006-SM-3K2A7.1,Whole Blood,Blood,12.3957446809,1.0
IGL,G62790.GTEX-13QIC-0011-R1a.3,Brain - Hippocampus,Brain,13.0,1.0
IGL,G16707.GTEX-QDVN-0326.3,Heart - Left Ventricle,Heart,nan,nan
IGL,G59551.GTEX-ZVT2-1226.2,Esophagus - Muscularis,Esophagus,12.4848484848,1.0
IGL,G64141.GTEX-144GL-0426.1,Nerve - Tibial,Nerve,12.4285714286,3.0
IGL,G41574.GTEX-WY7C-0726.1,Liver,Liver,12.4035087719,1.0
IGL,G47055.GTEX-YB5K-2026.3,Skin - Not Sun Exposed (Suprapubic),Skin,12.5,2.0
IGL,G63888.GTEX-YJ8A-0726.2,Nerve - Tibial,Nerve,12.4285714286,1.0
IGL,G58528.GTEX-131XF-2526.2,Artery - Tibial,Blood Vessel,12.8222222222,2.0
IGL,G61797.GTEX-12WSC-0011-R6b.2,Brain - Nucleus accumbens (basal ganglia),Brain,12.0,1.0
IGL,G34445.GTEX-XQ3S-0426-SM-4BOOA.8,Muscle - Skeletal,Muscle,11.6666666667,1.0
IGL,G62658.GTEX-132NY-0005.2,Whole Blood,Blood,12.5223367698,1.0
IGL,G34396.GTEX-XPT6-1626-SM-4B655.3,Testis,Testis,12.0,1.0
IGL,G60672.GTEX-13D11-0826.2,Colon - Transverse,Colon,12.5016611296,1.0
IGL,G25873.GTEX-OXRK-1626-SM-3NB17.2,Stomach,Stomach,12.4918231375,1.0
IGL,G64405.GTEX-14C39-0726.1,Heart - Atrial Appendage,Heart,12.3846153846,1.0
IGL,G19355.GTEX-S7SF-2026-SM-3K2AS.1,Muscle - Skeletal,Muscle,12.25,1.5
IGL,G33950.GTEX-PWN1-0008-SM-48TEA.1,Cells - Transformed fibroblasts,Skin,13.1818181818,1.0
IGL,G19363.GTEX-S7SF-1626-SM-3K2AY.1,Skin - Sun Exposed (Lower leg),Skin,12.5,1.0
IGL,G25933.GTEX-WWYW-0826-SM-3NB2X.2,Thyroid,Thyroid,12.7380952381,1.0
IGL,G35255.GTEX-TKQ2-0426-SM-4DXUO.7,Pancreas,Pancreas,12.75,1.0
IGL,G40895.GTEX-WEY5-0726-SM-4LMID.3,Uterus,Uterus,12.4375,1.0
IGL,G53064.GTEX-11LCK-1126.3,Adipose - Subcutaneous,Adipose Tissue,12.7746478873,2.0
IGL,G32805.GTEX-X4XX-0011-R7A-SM-46MWR.3,Brain - Putamen (basal ganglia),Brain,11.6666666667,1.0
IGL,G34452.GTEX-XQ8I-0226-SM-4BOPM.8,Heart - Atrial Appendage,Heart,12.3636363636,1.0
IGL,G63124.GTEX-11DXX-2126.2,Skin - Not Sun Exposed (Suprapubic),Skin,13.5,1.0
IGL,G33694.GTEX-R45C-0008-SM-48FF2.4,Cells - Transformed fibroblasts,Skin,12.0,1.0
IGL,G21118.GTEX-QEG5-1126-SM-33HC2.1,Lung,Lung,12.5115927419,2.0
IGL,G16694.GTEX-P44G-0011-R1A.1,Brain - Hippocampus,Brain,12.6666666667,1.0
IGL,G26697.GTEX-X261-0626-SM-3NMD9.1,Breast - Mammary Tissue,Breast,12.3571428571,2.5
IGL,G61905.GTEX-12WSH-0011-R9b.2,Brain - Spinal cord (cervical c-1),Brain,13.0,1.0
IGL,G18381.GTEX-PWOO-2526-SM-2S1PG.1,Nerve - Tibial,Nerve,nan,nan
IGL,G62564.GTEX-ZU9S-1826.2,Skin - Not Sun Exposed (Suprapubic),Skin,12.0,1.0
IGL,G65546.GTEX-P44H-0011-R3A.3,Brain - Anterior cingulate cortex (BA24),Brain,12.0,1.0
IGL,G18051.GTEX-OHPM-0526-SM-2YUMJ.1,Lung,Lung,12.416,1.0
IGL,G58453.GTEX-1269C-0226.2,Thyroid,Thyroid,12.34,1.0
IGL,G48588.GTEX-ZDTS-0006.1,Whole Blood,Blood,12.5907365224,1.0
IGL,G25183.GTEX-WL46-0926-SM-3LK7T.1,Heart - Left Ventricle,Heart,12.5,2.0
IGL,G26733.GTEX-X4EO-0926-SM-3P5Z2.2,Lung,Lung,12.4834930777,2.0
IGL,G62327.GTEX-11DYG-2526.2,Prostate,Prostate,12.0,1.0
IGL,G59387.GTEX-131XG-2026.2,Uterus,Uterus,12.2946428571,1.0
